filepaths,labels
extracted_images/healthy/healthy/healthy.1701.jpg,healthy
extracted_images/healthy/healthy/healthy.420.jpg,healthy
extracted_images/healthy/healthy/healthy.1932.jpg,healthy
extracted_images/healthy/healthy/healthy.346.jpg,healthy
extracted_images/healthy/healthy/healthy.352.jpg,healthy
extracted_images/healthy/healthy/healthy.1098.jpg,healthy
extracted_images/healthy/healthy/healthy.1926.jpg,healthy
extracted_images/healthy/healthy/healthy.434.jpg,healthy
extracted_images/healthy/healthy/healthy.408.jpg,healthy
extracted_images/healthy/healthy/healthy.187.jpg,healthy
extracted_images/healthy/healthy/healthy.2022.jpg,healthy
extracted_images/healthy/healthy/healthy.839.jpg,healthy
extracted_images/healthy/healthy/healthy.2036.jpg,healthy
extracted_images/healthy/healthy/healthy.193.jpg,healthy
extracted_images/healthy/healthy/healthy.1259.jpg,healthy
extracted_images/healthy/healthy/healthy.1271.jpg,healthy
extracted_images/healthy/healthy/healthy.1517.jpg,healthy
extracted_images/healthy/healthy/healthy.805.jpg,healthy
extracted_images/healthy/healthy/healthy.811.jpg,healthy
extracted_images/healthy/healthy/healthy.1503.jpg,healthy
extracted_images/healthy/healthy/healthy.1265.jpg,healthy
extracted_images/healthy/healthy/healthy.144.jpg,healthy
extracted_images/healthy/healthy/healthy.622.jpg,healthy
extracted_images/healthy/healthy/healthy.636.jpg,healthy
extracted_images/healthy/healthy/healthy.150.jpg,healthy
extracted_images/healthy/healthy/healthy.178.jpg,healthy
extracted_images/healthy/healthy/healthy.179.jpg,healthy
extracted_images/healthy/healthy/healthy.637.jpg,healthy
extracted_images/healthy/healthy/healthy.151.jpg,healthy
extracted_images/healthy/healthy/healthy.145.jpg,healthy
extracted_images/healthy/healthy/healthy.623.jpg,healthy
extracted_images/healthy/healthy/healthy.1502.jpg,healthy
extracted_images/healthy/healthy/healthy.810.jpg,healthy
extracted_images/healthy/healthy/healthy.1264.jpg,healthy
extracted_images/healthy/healthy/healthy.1270.jpg,healthy
extracted_images/healthy/healthy/healthy.804.jpg,healthy
extracted_images/healthy/healthy/healthy.1516.jpg,healthy
extracted_images/healthy/healthy/healthy.2037.jpg,healthy
extracted_images/healthy/healthy/healthy.1258.jpg,healthy
extracted_images/healthy/healthy/healthy.192.jpg,healthy
extracted_images/healthy/healthy/healthy.186.jpg,healthy
extracted_images/healthy/healthy/healthy.838.jpg,healthy
extracted_images/healthy/healthy/healthy.2023.jpg,healthy
extracted_images/healthy/healthy/healthy.409.jpg,healthy
extracted_images/healthy/healthy/healthy.1099.jpg,healthy
extracted_images/healthy/healthy/healthy.353.jpg,healthy
extracted_images/healthy/healthy/healthy.435.jpg,healthy
extracted_images/healthy/healthy/healthy.1927.jpg,healthy
extracted_images/healthy/healthy/healthy.1933.jpg,healthy
extracted_images/healthy/healthy/healthy.421.jpg,healthy
extracted_images/healthy/healthy/healthy.347.jpg,healthy
extracted_images/healthy/healthy/healthy.1066.jpg,healthy
extracted_images/healthy/healthy/healthy.1700.jpg,healthy
extracted_images/healthy/healthy/healthy.1714.jpg,healthy
extracted_images/healthy/healthy/healthy.1072.jpg,healthy
extracted_images/healthy/healthy/healthy.390.jpg,healthy
extracted_images/healthy/healthy/healthy.1728.jpg,healthy
extracted_images/healthy/healthy/healthy.384.jpg,healthy
extracted_images/healthy/healthy/healthy.569.jpg,healthy
extracted_images/healthy/healthy/healthy.227.jpg,healthy
extracted_images/healthy/healthy/healthy.541.jpg,healthy
extracted_images/healthy/healthy/healthy.1853.jpg,healthy
extracted_images/healthy/healthy/healthy.1847.jpg,healthy
extracted_images/healthy/healthy/healthy.555.jpg,healthy
extracted_images/healthy/healthy/healthy.233.jpg,healthy
extracted_images/healthy/healthy/healthy.1112.jpg,healthy
extracted_images/healthy/healthy/healthy.1674.jpg,healthy
extracted_images/healthy/healthy/healthy.1660.jpg,healthy
extracted_images/healthy/healthy/healthy.1106.jpg,healthy
extracted_images/healthy/healthy/healthy.1648.jpg,healthy
extracted_images/healthy/healthy/healthy.1890.jpg,healthy
extracted_images/healthy/healthy/healthy.582.jpg,healthy
extracted_images/healthy/healthy/healthy.596.jpg,healthy
extracted_images/healthy/healthy/healthy.1884.jpg,healthy
extracted_images/healthy/healthy/healthy.1489.jpg,healthy
extracted_images/healthy/healthy/healthy.743.jpg,healthy
extracted_images/healthy/healthy/healthy.757.jpg,healthy
extracted_images/healthy/healthy/healthy.1476.jpg,healthy
extracted_images/healthy/healthy/healthy.964.jpg,healthy
extracted_images/healthy/healthy/healthy.1310.jpg,healthy
extracted_images/healthy/healthy/healthy.1304.jpg,healthy
extracted_images/healthy/healthy/healthy.970.jpg,healthy
extracted_images/healthy/healthy/healthy.1462.jpg,healthy
extracted_images/healthy/healthy/healthy.958.jpg,healthy
extracted_images/healthy/healthy/healthy.780.jpg,healthy
extracted_images/healthy/healthy/healthy.32.jpg,healthy
extracted_images/healthy/healthy/healthy.26.jpg,healthy
extracted_images/healthy/healthy/healthy.1338.jpg,healthy
extracted_images/healthy/healthy/healthy.794.jpg,healthy
extracted_images/healthy/healthy/healthy.30.jpg,healthy
extracted_images/healthy/healthy/healthy.1448.jpg,healthy
extracted_images/healthy/healthy/healthy.782.jpg,healthy
extracted_images/healthy/healthy/healthy.796.jpg,healthy
extracted_images/healthy/healthy/healthy.24.jpg,healthy
extracted_images/healthy/healthy/healthy.1312.jpg,healthy
extracted_images/healthy/healthy/healthy.966.jpg,healthy
extracted_images/healthy/healthy/healthy.1474.jpg,healthy
extracted_images/healthy/healthy/healthy.1460.jpg,healthy
extracted_images/healthy/healthy/healthy.972.jpg,healthy
extracted_images/healthy/healthy/healthy.18.jpg,healthy
extracted_images/healthy/healthy/healthy.1306.jpg,healthy
extracted_images/healthy/healthy/healthy.999.jpg,healthy
extracted_images/healthy/healthy/healthy.741.jpg,healthy
extracted_images/healthy/healthy/healthy.755.jpg,healthy
extracted_images/healthy/healthy/healthy.769.jpg,healthy
extracted_images/healthy/healthy/healthy.580.jpg,healthy
extracted_images/healthy/healthy/healthy.1892.jpg,healthy
extracted_images/healthy/healthy/healthy.1138.jpg,healthy
extracted_images/healthy/healthy/healthy.1886.jpg,healthy
extracted_images/healthy/healthy/healthy.594.jpg,healthy
extracted_images/healthy/healthy/healthy.1676.jpg,healthy
extracted_images/healthy/healthy/healthy.1110.jpg,healthy
extracted_images/healthy/healthy/healthy.1104.jpg,healthy
extracted_images/healthy/healthy/healthy.1662.jpg,healthy
extracted_images/healthy/healthy/healthy.1689.jpg,healthy
extracted_images/healthy/healthy/healthy.1851.jpg,healthy
extracted_images/healthy/healthy/healthy.543.jpg,healthy
extracted_images/healthy/healthy/healthy.225.jpg,healthy
extracted_images/healthy/healthy/healthy.231.jpg,healthy
extracted_images/healthy/healthy/healthy.557.jpg,healthy
extracted_images/healthy/healthy/healthy.1845.jpg,healthy
extracted_images/healthy/healthy/healthy.219.jpg,healthy
extracted_images/healthy/healthy/healthy.1879.jpg,healthy
extracted_images/healthy/healthy/healthy.1058.jpg,healthy
extracted_images/healthy/healthy/healthy.392.jpg,healthy
extracted_images/healthy/healthy/healthy.386.jpg,healthy
extracted_images/healthy/healthy/healthy.1702.jpg,healthy
extracted_images/healthy/healthy/healthy.1064.jpg,healthy
extracted_images/healthy/healthy/healthy.1070.jpg,healthy
extracted_images/healthy/healthy/healthy.1716.jpg,healthy
extracted_images/healthy/healthy/healthy.1925.jpg,healthy
extracted_images/healthy/healthy/healthy.437.jpg,healthy
extracted_images/healthy/healthy/healthy.351.jpg,healthy
extracted_images/healthy/healthy/healthy.345.jpg,healthy
extracted_images/healthy/healthy/healthy.423.jpg,healthy
extracted_images/healthy/healthy/healthy.1931.jpg,healthy
extracted_images/healthy/healthy/healthy.1919.jpg,healthy
extracted_images/healthy/healthy/healthy.379.jpg,healthy
extracted_images/healthy/healthy/healthy.190.jpg,healthy
extracted_images/healthy/healthy/healthy.2035.jpg,healthy
extracted_images/healthy/healthy/healthy.2021.jpg,healthy
extracted_images/healthy/healthy/healthy.1528.jpg,healthy
extracted_images/healthy/healthy/healthy.184.jpg,healthy
extracted_images/healthy/healthy/healthy.1266.jpg,healthy
extracted_images/healthy/healthy/healthy.2009.jpg,healthy
extracted_images/healthy/healthy/healthy.812.jpg,healthy
extracted_images/healthy/healthy/healthy.1500.jpg,healthy
extracted_images/healthy/healthy/healthy.1514.jpg,healthy
extracted_images/healthy/healthy/healthy.806.jpg,healthy
extracted_images/healthy/healthy/healthy.1272.jpg,healthy
extracted_images/healthy/healthy/healthy.1299.jpg,healthy
extracted_images/healthy/healthy/healthy.153.jpg,healthy
extracted_images/healthy/healthy/healthy.635.jpg,healthy
extracted_images/healthy/healthy/healthy.621.jpg,healthy
extracted_images/healthy/healthy/healthy.147.jpg,healthy
extracted_images/healthy/healthy/healthy.609.jpg,healthy
extracted_images/healthy/healthy/healthy.608.jpg,healthy
extracted_images/healthy/healthy/healthy.620.jpg,healthy
extracted_images/healthy/healthy/healthy.146.jpg,healthy
extracted_images/healthy/healthy/healthy.152.jpg,healthy
extracted_images/healthy/healthy/healthy.1298.jpg,healthy
extracted_images/healthy/healthy/healthy.634.jpg,healthy
extracted_images/healthy/healthy/healthy.807.jpg,healthy
extracted_images/healthy/healthy/healthy.1515.jpg,healthy
extracted_images/healthy/healthy/healthy.1273.jpg,healthy
extracted_images/healthy/healthy/healthy.1267.jpg,healthy
extracted_images/healthy/healthy/healthy.1501.jpg,healthy
extracted_images/healthy/healthy/healthy.813.jpg,healthy
extracted_images/healthy/healthy/healthy.2008.jpg,healthy
extracted_images/healthy/healthy/healthy.1529.jpg,healthy
extracted_images/healthy/healthy/healthy.2020.jpg,healthy
extracted_images/healthy/healthy/healthy.185.jpg,healthy
extracted_images/healthy/healthy/healthy.191.jpg,healthy
extracted_images/healthy/healthy/healthy.2034.jpg,healthy
extracted_images/healthy/healthy/healthy.378.jpg,healthy
extracted_images/healthy/healthy/healthy.1918.jpg,healthy
extracted_images/healthy/healthy/healthy.344.jpg,healthy
extracted_images/healthy/healthy/healthy.1930.jpg,healthy
extracted_images/healthy/healthy/healthy.422.jpg,healthy
extracted_images/healthy/healthy/healthy.436.jpg,healthy
extracted_images/healthy/healthy/healthy.1924.jpg,healthy
extracted_images/healthy/healthy/healthy.350.jpg,healthy
extracted_images/healthy/healthy/healthy.1071.jpg,healthy
extracted_images/healthy/healthy/healthy.1717.jpg,healthy
extracted_images/healthy/healthy/healthy.1703.jpg,healthy
extracted_images/healthy/healthy/healthy.1065.jpg,healthy
extracted_images/healthy/healthy/healthy.387.jpg,healthy
extracted_images/healthy/healthy/healthy.393.jpg,healthy
extracted_images/healthy/healthy/healthy.1059.jpg,healthy
extracted_images/healthy/healthy/healthy.1878.jpg,healthy
extracted_images/healthy/healthy/healthy.218.jpg,healthy
extracted_images/healthy/healthy/healthy.230.jpg,healthy
extracted_images/healthy/healthy/healthy.1844.jpg,healthy
extracted_images/healthy/healthy/healthy.556.jpg,healthy
extracted_images/healthy/healthy/healthy.542.jpg,healthy
extracted_images/healthy/healthy/healthy.1850.jpg,healthy
extracted_images/healthy/healthy/healthy.1688.jpg,healthy
extracted_images/healthy/healthy/healthy.224.jpg,healthy
extracted_images/healthy/healthy/healthy.1105.jpg,healthy
extracted_images/healthy/healthy/healthy.1663.jpg,healthy
extracted_images/healthy/healthy/healthy.1677.jpg,healthy
extracted_images/healthy/healthy/healthy.1111.jpg,healthy
extracted_images/healthy/healthy/healthy.1139.jpg,healthy
extracted_images/healthy/healthy/healthy.595.jpg,healthy
extracted_images/healthy/healthy/healthy.1887.jpg,healthy
extracted_images/healthy/healthy/healthy.1893.jpg,healthy
extracted_images/healthy/healthy/healthy.581.jpg,healthy
extracted_images/healthy/healthy/healthy.768.jpg,healthy
extracted_images/healthy/healthy/healthy.754.jpg,healthy
extracted_images/healthy/healthy/healthy.740.jpg,healthy
extracted_images/healthy/healthy/healthy.998.jpg,healthy
extracted_images/healthy/healthy/healthy.973.jpg,healthy
extracted_images/healthy/healthy/healthy.1461.jpg,healthy
extracted_images/healthy/healthy/healthy.1307.jpg,healthy
extracted_images/healthy/healthy/healthy.19.jpg,healthy
extracted_images/healthy/healthy/healthy.1313.jpg,healthy
extracted_images/healthy/healthy/healthy.1475.jpg,healthy
extracted_images/healthy/healthy/healthy.967.jpg,healthy
extracted_images/healthy/healthy/healthy.797.jpg,healthy
extracted_images/healthy/healthy/healthy.25.jpg,healthy
extracted_images/healthy/healthy/healthy.31.jpg,healthy
extracted_images/healthy/healthy/healthy.783.jpg,healthy
extracted_images/healthy/healthy/healthy.1449.jpg,healthy
extracted_images/healthy/healthy/healthy.963.jpg,healthy
extracted_images/healthy/healthy/healthy.1471.jpg,healthy
extracted_images/healthy/healthy/healthy.1317.jpg,healthy
extracted_images/healthy/healthy/healthy.1303.jpg,healthy
extracted_images/healthy/healthy/healthy.1465.jpg,healthy
extracted_images/healthy/healthy/healthy.977.jpg,healthy
extracted_images/healthy/healthy/healthy.787.jpg,healthy
extracted_images/healthy/healthy/healthy.35.jpg,healthy
extracted_images/healthy/healthy/healthy.21.jpg,healthy
extracted_images/healthy/healthy/healthy.793.jpg,healthy
extracted_images/healthy/healthy/healthy.1459.jpg,healthy
extracted_images/healthy/healthy/healthy.778.jpg,healthy
extracted_images/healthy/healthy/healthy.744.jpg,healthy
extracted_images/healthy/healthy/healthy.988.jpg,healthy
extracted_images/healthy/healthy/healthy.750.jpg,healthy
extracted_images/healthy/healthy/healthy.1115.jpg,healthy
extracted_images/healthy/healthy/healthy.1673.jpg,healthy
extracted_images/healthy/healthy/healthy.1667.jpg,healthy
extracted_images/healthy/healthy/healthy.1101.jpg,healthy
extracted_images/healthy/healthy/healthy.1129.jpg,healthy
extracted_images/healthy/healthy/healthy.585.jpg,healthy
extracted_images/healthy/healthy/healthy.1897.jpg,healthy
extracted_images/healthy/healthy/healthy.1883.jpg,healthy
extracted_images/healthy/healthy/healthy.591.jpg,healthy
extracted_images/healthy/healthy/healthy.1868.jpg,healthy
extracted_images/healthy/healthy/healthy.208.jpg,healthy
extracted_images/healthy/healthy/healthy.220.jpg,healthy
extracted_images/healthy/healthy/healthy.1854.jpg,healthy
extracted_images/healthy/healthy/healthy.546.jpg,healthy
extracted_images/healthy/healthy/healthy.552.jpg,healthy
extracted_images/healthy/healthy/healthy.1698.jpg,healthy
extracted_images/healthy/healthy/healthy.1840.jpg,healthy
extracted_images/healthy/healthy/healthy.234.jpg,healthy
extracted_images/healthy/healthy/healthy.1061.jpg,healthy
extracted_images/healthy/healthy/healthy.1707.jpg,healthy
extracted_images/healthy/healthy/healthy.1713.jpg,healthy
extracted_images/healthy/healthy/healthy.1075.jpg,healthy
extracted_images/healthy/healthy/healthy.397.jpg,healthy
extracted_images/healthy/healthy/healthy.383.jpg,healthy
extracted_images/healthy/healthy/healthy.1049.jpg,healthy
extracted_images/healthy/healthy/healthy.368.jpg,healthy
extracted_images/healthy/healthy/healthy.1908.jpg,healthy
extracted_images/healthy/healthy/healthy.354.jpg,healthy
extracted_images/healthy/healthy/healthy.1920.jpg,healthy
extracted_images/healthy/healthy/healthy.432.jpg,healthy
extracted_images/healthy/healthy/healthy.426.jpg,healthy
extracted_images/healthy/healthy/healthy.1934.jpg,healthy
extracted_images/healthy/healthy/healthy.340.jpg,healthy
extracted_images/healthy/healthy/healthy.817.jpg,healthy
extracted_images/healthy/healthy/healthy.1505.jpg,healthy
extracted_images/healthy/healthy/healthy.1263.jpg,healthy
extracted_images/healthy/healthy/healthy.1277.jpg,healthy
extracted_images/healthy/healthy/healthy.1511.jpg,healthy
extracted_images/healthy/healthy/healthy.2018.jpg,healthy
extracted_images/healthy/healthy/healthy.803.jpg,healthy
extracted_images/healthy/healthy/healthy.1539.jpg,healthy
extracted_images/healthy/healthy/healthy.2030.jpg,healthy
extracted_images/healthy/healthy/healthy.195.jpg,healthy
extracted_images/healthy/healthy/healthy.181.jpg,healthy
extracted_images/healthy/healthy/healthy.2024.jpg,healthy
extracted_images/healthy/healthy/healthy.618.jpg,healthy
extracted_images/healthy/healthy/healthy.630.jpg,healthy
extracted_images/healthy/healthy/healthy.156.jpg,healthy
extracted_images/healthy/healthy/healthy.142.jpg,healthy
extracted_images/healthy/healthy/healthy.1288.jpg,healthy
extracted_images/healthy/healthy/healthy.624.jpg,healthy
extracted_images/healthy/healthy/healthy.1289.jpg,healthy
extracted_images/healthy/healthy/healthy.143.jpg,healthy
extracted_images/healthy/healthy/healthy.625.jpg,healthy
extracted_images/healthy/healthy/healthy.631.jpg,healthy
extracted_images/healthy/healthy/healthy.157.jpg,healthy
extracted_images/healthy/healthy/healthy.619.jpg,healthy
extracted_images/healthy/healthy/healthy.180.jpg,healthy
extracted_images/healthy/healthy/healthy.2025.jpg,healthy
extracted_images/healthy/healthy/healthy.2031.jpg,healthy
extracted_images/healthy/healthy/healthy.1538.jpg,healthy
extracted_images/healthy/healthy/healthy.194.jpg,healthy
extracted_images/healthy/healthy/healthy.1276.jpg,healthy
extracted_images/healthy/healthy/healthy.802.jpg,healthy
extracted_images/healthy/healthy/healthy.2019.jpg,healthy
extracted_images/healthy/healthy/healthy.1510.jpg,healthy
extracted_images/healthy/healthy/healthy.1504.jpg,healthy
extracted_images/healthy/healthy/healthy.816.jpg,healthy
extracted_images/healthy/healthy/healthy.1262.jpg,healthy
extracted_images/healthy/healthy/healthy.1935.jpg,healthy
extracted_images/healthy/healthy/healthy.427.jpg,healthy
extracted_images/healthy/healthy/healthy.341.jpg,healthy
extracted_images/healthy/healthy/healthy.355.jpg,healthy
extracted_images/healthy/healthy/healthy.433.jpg,healthy
extracted_images/healthy/healthy/healthy.1921.jpg,healthy
extracted_images/healthy/healthy/healthy.1909.jpg,healthy
extracted_images/healthy/healthy/healthy.369.jpg,healthy
extracted_images/healthy/healthy/healthy.1048.jpg,healthy
extracted_images/healthy/healthy/healthy.382.jpg,healthy
extracted_images/healthy/healthy/healthy.396.jpg,healthy
extracted_images/healthy/healthy/healthy.1712.jpg,healthy
extracted_images/healthy/healthy/healthy.1074.jpg,healthy
extracted_images/healthy/healthy/healthy.1060.jpg,healthy
extracted_images/healthy/healthy/healthy.1706.jpg,healthy
extracted_images/healthy/healthy/healthy.1841.jpg,healthy
extracted_images/healthy/healthy/healthy.1699.jpg,healthy
extracted_images/healthy/healthy/healthy.553.jpg,healthy
extracted_images/healthy/healthy/healthy.235.jpg,healthy
extracted_images/healthy/healthy/healthy.221.jpg,healthy
extracted_images/healthy/healthy/healthy.547.jpg,healthy
extracted_images/healthy/healthy/healthy.1855.jpg,healthy
extracted_images/healthy/healthy/healthy.209.jpg,healthy
extracted_images/healthy/healthy/healthy.1869.jpg,healthy
extracted_images/healthy/healthy/healthy.590.jpg,healthy
extracted_images/healthy/healthy/healthy.1882.jpg,healthy
extracted_images/healthy/healthy/healthy.1128.jpg,healthy
extracted_images/healthy/healthy/healthy.1896.jpg,healthy
extracted_images/healthy/healthy/healthy.584.jpg,healthy
extracted_images/healthy/healthy/healthy.1666.jpg,healthy
extracted_images/healthy/healthy/healthy.1100.jpg,healthy
extracted_images/healthy/healthy/healthy.1114.jpg,healthy
extracted_images/healthy/healthy/healthy.1672.jpg,healthy
extracted_images/healthy/healthy/healthy.751.jpg,healthy
extracted_images/healthy/healthy/healthy.989.jpg,healthy
extracted_images/healthy/healthy/healthy.745.jpg,healthy
extracted_images/healthy/healthy/healthy.779.jpg,healthy
extracted_images/healthy/healthy/healthy.20.jpg,healthy
extracted_images/healthy/healthy/healthy.1458.jpg,healthy
extracted_images/healthy/healthy/healthy.792.jpg,healthy
extracted_images/healthy/healthy/healthy.786.jpg,healthy
extracted_images/healthy/healthy/healthy.34.jpg,healthy
extracted_images/healthy/healthy/healthy.1302.jpg,healthy
extracted_images/healthy/healthy/healthy.976.jpg,healthy
extracted_images/healthy/healthy/healthy.1464.jpg,healthy
extracted_images/healthy/healthy/healthy.1470.jpg,healthy
extracted_images/healthy/healthy/healthy.962.jpg,healthy
extracted_images/healthy/healthy/healthy.1316.jpg,healthy
extracted_images/healthy/healthy/healthy.1466.jpg,healthy
extracted_images/healthy/healthy/healthy.974.jpg,healthy
extracted_images/healthy/healthy/healthy.1300.jpg,healthy
extracted_images/healthy/healthy/healthy.1314.jpg,healthy
extracted_images/healthy/healthy/healthy.960.jpg,healthy
extracted_images/healthy/healthy/healthy.1472.jpg,healthy
extracted_images/healthy/healthy/healthy.790.jpg,healthy
extracted_images/healthy/healthy/healthy.948.jpg,healthy
extracted_images/healthy/healthy/healthy.22.jpg,healthy
extracted_images/healthy/healthy/healthy.36.jpg,healthy
extracted_images/healthy/healthy/healthy.1328.jpg,healthy
extracted_images/healthy/healthy/healthy.784.jpg,healthy
extracted_images/healthy/healthy/healthy.1499.jpg,healthy
extracted_images/healthy/healthy/healthy.753.jpg,healthy
extracted_images/healthy/healthy/healthy.747.jpg,healthy
extracted_images/healthy/healthy/healthy.1102.jpg,healthy
extracted_images/healthy/healthy/healthy.1664.jpg,healthy
extracted_images/healthy/healthy/healthy.1670.jpg,healthy
extracted_images/healthy/healthy/healthy.1116.jpg,healthy
extracted_images/healthy/healthy/healthy.1880.jpg,healthy
extracted_images/healthy/healthy/healthy.1658.jpg,healthy
extracted_images/healthy/healthy/healthy.592.jpg,healthy
extracted_images/healthy/healthy/healthy.586.jpg,healthy
extracted_images/healthy/healthy/healthy.1894.jpg,healthy
extracted_images/healthy/healthy/healthy.579.jpg,healthy
extracted_images/healthy/healthy/healthy.237.jpg,healthy
extracted_images/healthy/healthy/healthy.551.jpg,healthy
extracted_images/healthy/healthy/healthy.1843.jpg,healthy
extracted_images/healthy/healthy/healthy.1857.jpg,healthy
extracted_images/healthy/healthy/healthy.545.jpg,healthy
extracted_images/healthy/healthy/healthy.223.jpg,healthy
extracted_images/healthy/healthy/healthy.1076.jpg,healthy
extracted_images/healthy/healthy/healthy.1710.jpg,healthy
extracted_images/healthy/healthy/healthy.1704.jpg,healthy
extracted_images/healthy/healthy/healthy.1062.jpg,healthy
extracted_images/healthy/healthy/healthy.380.jpg,healthy
extracted_images/healthy/healthy/healthy.1738.jpg,healthy
extracted_images/healthy/healthy/healthy.394.jpg,healthy
extracted_images/healthy/healthy/healthy.419.jpg,healthy
extracted_images/healthy/healthy/healthy.1089.jpg,healthy
extracted_images/healthy/healthy/healthy.343.jpg,healthy
extracted_images/healthy/healthy/healthy.425.jpg,healthy
extracted_images/healthy/healthy/healthy.1937.jpg,healthy
extracted_images/healthy/healthy/healthy.1923.jpg,healthy
extracted_images/healthy/healthy/healthy.431.jpg,healthy
extracted_images/healthy/healthy/healthy.357.jpg,healthy
extracted_images/healthy/healthy/healthy.1512.jpg,healthy
extracted_images/healthy/healthy/healthy.800.jpg,healthy
extracted_images/healthy/healthy/healthy.1274.jpg,healthy
extracted_images/healthy/healthy/healthy.1260.jpg,healthy
extracted_images/healthy/healthy/healthy.814.jpg,healthy
extracted_images/healthy/healthy/healthy.1506.jpg,healthy
extracted_images/healthy/healthy/healthy.2027.jpg,healthy
extracted_images/healthy/healthy/healthy.1248.jpg,healthy
extracted_images/healthy/healthy/healthy.182.jpg,healthy
extracted_images/healthy/healthy/healthy.196.jpg,healthy
extracted_images/healthy/healthy/healthy.2033.jpg,healthy
extracted_images/healthy/healthy/healthy.828.jpg,healthy
extracted_images/healthy/healthy/healthy.169.jpg,healthy
extracted_images/healthy/healthy/healthy.627.jpg,healthy
extracted_images/healthy/healthy/healthy.141.jpg,healthy
extracted_images/healthy/healthy/healthy.155.jpg,healthy
extracted_images/healthy/healthy/healthy.633.jpg,healthy
extracted_images/healthy/healthy/healthy.154.jpg,healthy
extracted_images/healthy/healthy/healthy.632.jpg,healthy
extracted_images/healthy/healthy/healthy.626.jpg,healthy
extracted_images/healthy/healthy/healthy.140.jpg,healthy
extracted_images/healthy/healthy/healthy.168.jpg,healthy
extracted_images/healthy/healthy/healthy.197.jpg,healthy
extracted_images/healthy/healthy/healthy.829.jpg,healthy
extracted_images/healthy/healthy/healthy.2032.jpg,healthy
extracted_images/healthy/healthy/healthy.2026.jpg,healthy
extracted_images/healthy/healthy/healthy.183.jpg,healthy
extracted_images/healthy/healthy/healthy.1249.jpg,healthy
extracted_images/healthy/healthy/healthy.1261.jpg,healthy
extracted_images/healthy/healthy/healthy.1507.jpg,healthy
extracted_images/healthy/healthy/healthy.815.jpg,healthy
extracted_images/healthy/healthy/healthy.801.jpg,healthy
extracted_images/healthy/healthy/healthy.1513.jpg,healthy
extracted_images/healthy/healthy/healthy.1275.jpg,healthy
extracted_images/healthy/healthy/healthy.430.jpg,healthy
extracted_images/healthy/healthy/healthy.1922.jpg,healthy
extracted_images/healthy/healthy/healthy.356.jpg,healthy
extracted_images/healthy/healthy/healthy.342.jpg,healthy
extracted_images/healthy/healthy/healthy.1088.jpg,healthy
extracted_images/healthy/healthy/healthy.1936.jpg,healthy
extracted_images/healthy/healthy/healthy.424.jpg,healthy
extracted_images/healthy/healthy/healthy.418.jpg,healthy
extracted_images/healthy/healthy/healthy.1739.jpg,healthy
extracted_images/healthy/healthy/healthy.395.jpg,healthy
extracted_images/healthy/healthy/healthy.381.jpg,healthy
extracted_images/healthy/healthy/healthy.1705.jpg,healthy
extracted_images/healthy/healthy/healthy.1063.jpg,healthy
extracted_images/healthy/healthy/healthy.1077.jpg,healthy
extracted_images/healthy/healthy/healthy.1711.jpg,healthy
extracted_images/healthy/healthy/healthy.544.jpg,healthy
extracted_images/healthy/healthy/healthy.1856.jpg,healthy
extracted_images/healthy/healthy/healthy.222.jpg,healthy
